"cleaned","label"
"all i'm saying is take time to read your medications package insert you have a lot more to worry about that what's in a vaccine js","-1"
"i am done trying to say just get the vaccine i know anyone who hasn't has some worries or other reasons if you haven't or your kids haven't at least read this thread thanks","1"
"listen the way this sun came out and the way that it's 45 degrees vaccine me pls nyc will be a movie once things have safely reopened whew","1"
"lost hundreds of followers for my pro vaccine tweet yesterday noregrets","1"
"my latest party trick is guessing which vaccine and shot you've received by your symptoms","1"
"i hope my body holds up this week getting my second vaccine shot today and a nigga moving on saturday","1"
"got my first dose of the pfizer vaccine about 6 hours ago slight soreness in my arm i did not feel a microchip and thus far it hasn't opened a third eye in my forehead or anything get the vaccine i hope you all have the opportunity to get the shot soon","1"
"i just signed my mom up for her covid19 vaccine and i've never been happier","1"
"i've got an idea if you're under say the age of 40 and you've qualified for a vaccine appointment and made one i'm challenging you to pay it forward find someone who's elderly or at risk that wants an appointment and schedule it for them or at the very least send them to me","1"
"much to my relief was able to get my mom her 1st dose of the covid vaccine today thru the walgreens portal taking her this afternoon 2nd dose next month thank you thank you","1"
"this second vaccine shot beatin my ass ngl","1"
"finally was able to schedule a vaccine last night and frankly still on a high about it","1"
"i have to get another vaccine in the next few weeksand everyone in the house as welland it's not for me it's for the most vulnerablethis soon to be born babywhooping cough is on the rise so please innerstand we have always been making choices for the greater good","1"
"vaccine apt booked","1"
"glad to see all these guys getting their vaccine","1"
"i got my second vaccine shot it feels like around 13 birthday punches not as bad as 14 but a little more than 12 let's just be friends","1"
"people who got the moderna covid19 vaccine say they have more side effects","-1"
"ugh this second dose of vaccine","1"
"vax had me sleep my whole damn weekend away","1"
"you'll be fine i got the pfizer vaccine in april and piece of cake drink plenty of water before and after each dose good for you","1"
"yes tested positive but they are not sick and viral load is to small for transmission another words the vaccine works","1"
"i'm finally going to get my second vaccine shot been rescheduled half a dozen times that and i have chuck wendig's book to read and i'm filling out job apps that is if i can just wake up","1"
"my experience with pfizer vaccine has been good so far i received my first shot two days ago yesterday and today i ran a total of about 11 miles 18 km and felt good no soreness no chills no aches i hope the second dose goes without side effects too covidvaccine","1"
"1st vaccine shot from pfizer received this morning feel fine no allergic reactions or side affects 2nd shot in 3 weeks fear mongering can not stop me upper west side","1"
"my temperature 24 hours after second pfizer vaccine couldn't get out of bed","1"
"i'm grateful my article about committing fraud by lying about vaccine being approved given i've just been booted from 2 restaurants cause i didn't have jab papers i implore everyone to make this go viral cc wehaveforgotten","-1"
"as a vaccine tech i want to vaccinate all the people","1"
"signed my parent's up for their vaccine and they finally got their 1st covid 19 pfizer vaccine shot today covidvacccine pfizer suny college at old westbury","1"
"i'm wearing mine i'm fully vax but immune compromised","1"
"popup vaccination site next week in partnership with the site will be offering the pfizer vaccine monday 426 330pm 630pm christopher columbus high school note no appointments needed","1"
"24 hours after the moderna vaccine and my arm is still killing me was totally out of it almost all day yesterday and the second shot is supposed to be worse","1"
"the moderna vaccine was not tax supported however dolly parton contributed 10 million dollars so if you like her music you should get vaccinated","1"
"you lit take it easy the vaccine is working don't fight it just let it happen you'll be fine tomorrow morning teammodernamobb","1"
"so it's been 4 days since i got the mrna vaccine from moderna and i feel just fine the soreness from the shot subsided after 3 days and i haven't had one symptom when i was positive a few months ago i had a feaver for 4 hours and that was it and now i am eagerly waiting shot 2","1"
"i took the moderna vaccine and i feel great","1"
"just got my second dose of the moderna vaccine and i have a sudden urge to play freecell","1"
"i've got the luck of the irish by which i mean i was lucky enough to get my first of two moderna vaccine shots today igottheshotnyc","1"
"a popup vaccine clinic in norwich is part of chenango county's efforts to catch up to the statewide average of vaccinations tonight at 5 and 6 i'll have more on what they're doing and the importance of sites like this on","1"
"andersontorres ed julissaguttierez from s office and it was great to see you today at the covid19 vaccine popup site event vaccinateny","1"
"whispers i'm getting the vaccine","1"
"i got the vaccine and so should you 172021 sciencewins latetweet","1"
"vaccine one done","1"
"israel leads the world in covid19 vaccination rate and has had no coronavirus deaths 1st time in 10 months vaccination and mitigation works","1"
"thank goodness for my friend paul for shepherding folks to get the vaccine when there were folks not making their appointments i'm grateful","1"
"can we not make this a thing most americans need to be vaccinated if a vaccine is in danger of expiry because it has to be rerouted through redtape it is better that it be given to whoever is available because it will stop the spread","1"
"here's the deal i've never been afraid of microchips please i've been afraid of blood clots furry mammogram results dense breasts look it up we need earlier mammograms and special 3d ultrasound mammogramsswollen lymph from vaccine hobbles resultsfact check me","-1"
"several states pause johnson and johnson vaccine after cdc and fda recommendation over six rare blood clotting cases","-1"
"experts say blood clots after the az vaccine are rare after coroner finds bbc host lisa shaw died from complications","-1"
"covid denier 600000 deaths that number is tremendously inflated most of them died of something other than covid same covid denier 6 blood clots out of 7 million who got the jandj vaccine that's way too many these vaccines are killing people","-1"
"i stayed up two nights in a row til 1 am sitting on my couch trying to get a vaccine appointment and i'm struggling hard today which makes me question how i was ever able to go out and drink on weekends and function like a normal human the next day","1"
"my 88 year old grandma in mississippi got the vaccine before me good","1"
"y'all be so pressed about the vaccine just don't get it and stay home","-1"
"i understand keeping comercial info on the dl but i'm only interested in the johnson and johnson vaccine and would like to know where it is offered","1"
"i had a totally different reaction to my first dose and wasn't expecting it at all but i felt huge relief i haven't heard of any variants definitively being vaccine resistant so i will worry about that bridge if i come to it","1"
"is he signed up for a vaccine if he needs help i'll certainly register him","1"
"i wouldn't say i'm anti vaccine i've never had one before but i don't understand why i feel like i don't have a choice it's like i'm being told i'm a bad person if i don't get it right away","-1"
"hopefully there will be a vaccine soon","1"
"a covid vaccine appointment","1"
"got my vaccine appointment","1"
"vaccine shot 1 here we go","1"
"babe gets his second dose of the vaccine today we'll both now be fully vaccinated glad for that","1"
"got vaccine shot 2 today in 2 weeks it will be fully effective at that time i will continue to wearamask and continue to socialdistance covidisstillhere","1"
"i got the covid vaccine today now im curious to see if i'll get any side effects","1"
"she's getting the covid vaccine","1"
"vaccine done queens new york","1"
"came in for my mmrs and ended up with dose 1 of my covid vaccine","1"
"just scheduled my vaccine appointment this summer bout to be a movie","1"
"i already got the vaccine i'm fully vaccinated","1"
"getting mom's first vaccine shot scso in ballston spa ny","1"
"rightttt that's why the az vaccine is not even approved by the fda and alternatives are being offered to all under 40's in uk cause it's so safe i chose not to take that risk my body my choice so why are you so concerned about that","-1"
"steve great show saturday why only talk about people who r vaccine versus not vaccine what about the people who want to take the risk of a 99 recovery rate that should be my body my choice and why isn't anyone talking about the people who had covid and got over it","-1"
"if the vaccine is the end all be all then why are they bribing americans to get it shouldn't it be my body my choice","-1"
"why with a 99 recovery rate we don't know if the people who got the jab ever needed it they may already had the virus and were immune my body my choice masks vax and social distancing should be up to the person freedom of choice","-1"
"hmmm let's see what the libtard news has to say today","0"
"vaccine is just on a 95 weekends off and taking all her breaks ms rona has been on that 247 non stop hustle cuz she just built different","-1"
"doctors around the world issue dire warning do not get the covid vaccine via","-1"
"in a study of 50000 patients covid vaccine effectiveness as measured in july moderna 76 and pfizer 42covid19 vaccinebreakthrough","0"
"young hong kong man describes ordeal of facial paralysis after receiving covid19 vaccine via","-1"
"please address any concerns regarding spread and vax efficacy vs deltavariant on today's presser restrictions are being loosened and delta seems to be worse than other variants","0"
"getvaccinated nyc to open covid vaccine site in queens mall via","0"
"the nys department of health just released the first covid19 vaccine effectiveness study in the nation the study focuses on nys residents over a three month span mayjuly tonight i speak with the lead author of the study and break down their findings","0"
"how is deciding who gets a vaccine based by your zip code not discrimination it is specifically a modern day form of reverse redlining","-1"
"a dozen zip codes in queens have vaccination rates over 70 percent and we should celebrate that but other zip codes in se queens and rockaway have vax rates of 50 or lower this isn't just distressing it's dangerous and we'll be out here all month encouraging vaccinations","0"
"in texas zip codes with higher mortality rates are unable to receive more doses than others bc the governor has issued an order that vaccines must be equally distributed not equity there is no fucking line find a vaccine and protect yourself","0"
"brooklynites in the following zip codes 11207 11212 11208 11206 11233 11213 11221 11226 11236 11216 11225 11210 11203 11238 if you are eligible for a vaccine this new site will be reserved for you for a week starting feb 24 then it will open up to all brooklyn","0"
"once we have enough vaccine to administer it 247 i believe some locations already are 247","0"
"now let's watch as fox and the rest of conservative media chip away at this news to make sure confidence in the vaccine is undermined for literally millions of ppl all to own joe biden and the libs","0"
"vax requirement today announced all staff must be vaccinated as students move back in parents are welcoming the news","0"
"do the benefits of covid vaccine outweigh the risks via","0"
"three of massachusetts's largest hospital systems have announced they are requiring their employees to get vaccinated against covid19 via engagevoters vaccine","0"
"new rochelle imposes vaccination mandates while other local governments mull the issue via","0"
"join me this wed pm for a chat about covidvaccines with my friend and colleague been working hard on uptotheminute content and would love to have you in the audience free sponsored by on eventbrite","0"
"the vaccine rollout has not gone wellper cdc statnews","0"
"wonder what it's like to openrun a restaurant during a pandemic wonder no more join me and chefowner of nyc's rosella monday night at 8pm for a conversation over at until then send your dining questions comments vax card concerns","0"
"for clarity i took part in a vaccine trial it's a blind study","0"
"covid oxford study finds both mixed schedules induce an immune response that is above the threshold set by the standard schedule of astrazeneca vaccine covid astrazeneca followed by pfizer generates the better immune response out of the two mixed schedules oxford study finds","0"
"johnson and johnson's vaccine updates when will the shot be available for use","0"
"management responded with a shrug we are not policing' via","0"
"the city's first 247 vaccine sites in brooklyn and the bronx are set to vaccinate up to 2000 people a day at each location which city health officials hope will help new yorkers newly eligible for the vaccine get the shot","0"
"parts of queens continue to see some of the highest covid19 rates in the city but the vaccines are here have questions about their effectiveness and availability join us tonight at 6pm for a queens vaccine town hall with","0"
"expect vaccine rollout for those with comorbidities to be rocky state officials warn this latest chapter will also be fraught with frustration they urge patience and understanding via","0"
"fireworks happening over the river to celebrate the nyc vaccine milestone nice idea in theory shape of the blossoms remind you anything you've had to look at for 18 months photo via","0"
"via on in the history of vaccines there has never been a negative side effect that showed up beyond two months after a vaccine was in common use","0"
"no computer no smartphone how are you supposed to get a vaccine via","0"
"recap new yorkers 30 years and older now eligible for covid19vaccines via covid coronavirus newyorkcity newjersey","0"
"bank of america upgrade to 140 india about to lock in moderna vaccine for their people merck failed and trashed their vaccine program brazy all news this morning moderna is bullish","0"
"most covid19 vaccines are going to white people even though the pandemic has ravaged communities of color via","0"
"erie county plan no vaccine no entry for buffalo bills sabres games under the county's plan all fans and staff in attendance at a bills or sabres game would be required to be fully vaccinated for covid19 via","0"
"gop sees widening rift over promoting covid shots via trumpgoptreason","0"
"1 shot of pfizer covid vaccine cuts infection risk by 70 study","0"
"poorer white and conservative resist the shot how vaccine skepticism in texas' trump country threatens herd immunity via","0"
"flu cases were at an alltime low during the 20202021 season what experts say to expect in next season's vaccine via","0"
"congressman received both doses and still tested positive for coronavirus covid19 adrianoespaillat vacunas vaccine news noticias jperezshow jpereznoticias spanglish bilingual latinos","-1"
"aviation is critical for vaccine distribution and the people on the frontlines of aviation need access and priority vaccination let us know if you've been vaccinated so we can keep track of access across the country take action here","0"
"dr anthony fauci says high school students may get the shots in the fall while younger kids will likely have to wait until early next year coronavirus vaccine updates timeline shifts for vaccinating children","0"
"astrazeneca and pfizer having vaccine delays in italy good news for moderna for this week yup","0"
"an even greater incentive to get the vaccine if you haven't already wonderful news from the cdc","1"
"burstein if you've recently had covid19 hold off on getting vaccinated due to the current vaccine shortage ecdoh officials are asking those who've had the virus in the last 90 days to delay getting vaccinated via","0"
"andrew m cuomo city workers against vaccine mandate via","0"
"trump acts like he actually mixed the vials for the vaccine he didn't do shit bish doesn't even know how to read nocreditforyou","0"
"so far good newscovid19 vaccines appear to work against mutations via","0"
"poloncarz erie county will soon reschedule covid vaccine appointments the erie county executive tweeted that the county will contact people early next week and begin administering doses thursday and friday via","0"
"this title is misleading basically study said countries having trouble getting enough vaccine to dbl vaccinate could spread supply across the populations even if it extended the interval this article suggests taking your time to get around to the 2nd shot which is dangerous","0"
"just two things on the white house's public oncamera schedule today press secretary jen psaki will hold her regular daily news briefing at noon et and president joe biden will deliver remarks on an covid19 vaccine update at 1pm et","0"
"vaccine appointments open now for certain albany schenectady troy zip codes via","0"
"the new york times new york state workers must get vaccine or weekly tests cuomo says via","0"
"better business bureau warns of sharing covid19 vaccine cards on social media coronavirus via","0"
"flashback biden says 'absolutely' will lift vaccine intellectual proper via","0"
"health officials across us cite lack of federal leadership for slow vaccine rollout via","0"
"critics pan new york's sluggish covid19 vaccine rollout after puts political hack larry schwartz in charge via","0"
"trump on the covid vaccines i would recommend it and i would recommend it to a lot of people that don't want to get it and a lot of those people voted for me frankly it is a safe vaccine and it is something that works new york times via fox news","0"
"cher takes on vaccine hesitancy with the chercares bus via","0"
"fear of myocarditis no reason to skip covid vaccine via","0"
"icymi new york city had some of the lowest vaccination rates for both nursing home staff and workers of any region in the state according to new data released by the state this week via","0"
"cnn's jim acosta wears narcissistic tshirt of his 2020 achievements' to get covid vaccine via","0"
"the state's first beta test of the pass started at a buffalo bills football game in january in which they monitored the attendees for 14 days after and discovered almost negligible transmission via","0"
"two of my favorite reporters talk about the florida cruise industry at about 2715 via","0"
"yea i would never recommend taking the chinese variant of the covid19 vaccine extremely low success rate plus it's made over there i feel bad for the s americans that took it olympics host japan turns down china's covid19 vaccine offer via","-1"
"gop governor and lawmakers clash over vaccine policy via","0"
"covid19 vaccine reactions families describe adverse responses to shot via this is so sad and this is why people shouldn't get vaccinated","-1"
"white people are a tripcoming to our neighborhoods and taking our shotspathetic cnn white people traveled to a hard hit latino neighborhood in new york and took many of the covid19 vaccine appointments via","0"
"de blasio's new 'tale of two cities' manhattan has more covid vaccine sites than other boroughs via","0"
"how greenlighting pfizer27s new vaccine storage requirements could dramatically improve access via","0"
"the top covid19 vaccine myths spreading online via","0"
"on december 3 2020 the oregon medical boardsuspended on an emergency basis the medical license of antivaccine pediatrician dr paul thomas ordering him to stop practicing medicine until further order via and","0"
"cnbc us reaches 70 covid vaccine milestone for adults about a month behind biden's goal via","0"
"droffit if ppl don't get a vaccine bc they were only going to get jandj vaccine or don't get covid19vaccine generally then we did harm then we didn't exercise caution then in the name of caution we put people in a riskier situation via","0"
"pressplay watch a new episode of new president new vaccine nyc wired s3 ep 1 via presidentbiden covidvaccine corona film production producer onair viralvideo webseries movie actor mondaymotivation","0"
"icymi google donates 1 million in nyc vaccine partnership via google socialmedia bigtech vaccination newyork chelsea","0"
"what you need to know about allergic reactions to covid19 vaccine via","-1"
"why america's vaccine rollout was a total disaster and what it means for the next few months via","0"
"instacart will give shoppers 25 when they take time off to get the coronavirus vaccine via","0"
"ny gov cuomo to prioritize giving recovering addicts covid vaccine via","0"
"cuomo deserves his emmy great job of acting deceiving and covering up cuomo droning on about vaccine equity' and yet vaccination rates in new york's minority neighborhoods and among the state's elderly continue to lag badly via","0"
"the best weekendupdate michael che's neighbor willie on the covid19 vaccine snl via","0"
"waitress says she was fired from nyc eatery for not getting covid vaccine via","-1"
"the man who committed crimes against humanity is getting the red carpet treatment from a local church i just can't coronavirus vaccine jill biden dr fauci to visit harlem church vaccination site via","-1"
"have questions about the covid vaccine sign up for personalized updates from zocdoc to get the info you need right in your inbox via","0"
"subscribe watch our youtube new president new vaccine nyc wired s3 ep 1 via vaccine livestream production","0"
"coronavirus news new york city critical care nurse given first covid vaccine in the us via","0"
"florida doctor's death after receiving covid19 vaccine sparks investiga via","-1"
"get a shot don't listen to most of the people in the bar cnn donald trump's latest dangerous vaccine pronouncement via","0"
"pressplay and subscribe a new episode of new york city pandemic one year later via pandemic vaccine covid19 nyc newyorkcity manhattan wearamask potus cuomo deblasio politics reopening youtuber","0"
"house democrats signed a letter to biden calling for the white house to temporarily waive patents and other intellectual property protections preventing developing countries from massproducing covid19 vaccines via engagevoters","0"
"why should they get the shots 1st when they didn't wear masks cnn trump says he halted plan to immediately vaccinate white house staffers via","0"
"moderna working to upgrade vaccine develop booster to target south african variant via","0"
"breaking new york state assembly introduces mandatory covid19 vaccine bill via","0"
"so free vaccine cards showing you got the free covid vaccine would be an infringement of personal liberty but paying tfg 50 to carry around a worthless trump card showing your blind allegiance is patriotic did i get this right via","0"
"white people received about five times as much vaccine while making up 42 of the overall population about 40 of recipients didn't mark down their race or ethnicity via","0"
"scheduling covid vaccination at citifield sounds like a hot mess exacerbating healthcare inequity in queens via","0"
"dr carrie madej warns of the nanotechnology used in the rushed vaccine via","-1"
"now everyone can hate him newsweek 'sellout' ron desantis accused of taking 'bribe' by conservatives after promoting vaccine via","0"
"governor cuomo makes an announcement in queens roll up your sleeves kick via vaccine","0"
"why i haven't yet taken the covid vaccine via","-1"
"biden administration to boost covid19 vaccine supply amid shortages the white house says it's purchasing more pfizer and moderna vaccines ensuring enough doses to fully vaccinate 300 million americans by the end of this summer via","0"
"the washington post 85 teens staffers get coronavirus at summer camp that didn't require masks or check vaccine status via","0"
"what the latest covid19 vaccine updates mean for ending the pandemic","0"
"day 2 ungass on covid19 join us live via for 3 panel discussions the system response to covid19 the road to a vaccine a global public good resilience and recovering better","0"
"lot of reporting to get to this morning including updates on 's covid vaccines expected to be approved here in the us anchoring live on cbsn her partner will be back tomorrow freelive247 alwayson","0"
"helpful knowledge to address any concerns one may have about the covid19 vaccine medtwitter","0"
"fauci says most people can get the vaccine by late springearly summer as far as motivation to get beach body ready goes this takes the top spot","0"
"join me and for a town hall vaccines in nyc monday december 21 at 630 pm registrationnot required","0"
"the latest on the covid vaccine nor'easter and new cabinet announcements from the biden transition this morning at 9am et with in new york and in philadelphia anchoring live on cbsn freelive247 alwayson","0"
"please join us for this webinar on covid19 vaccine and herd immunity sign up at","0"
"good news my hospital is looking for physician volunteers to work weekly 4 hour shifts to give covid vaccine so they can expand beyond monfriday 95 wait what they aren't giving it 247 wait what volunteers for free maybe joni ernst wants to volunteer","0"
"enroute to speak with about the latest covid19 news including vaccine rollout delays join us 11am est wearamask physicaldistancing protectothers trustscience drfauci coronavirus pandemic prevention","0"
"in nyc you can get pretty much anything 247 except a vaccine","0"
"i'm fully in agreement that it will be hard and there will be many complexities the idea under discussion is 247 vaccination centers you've also proposed block by block vaccine vans there will be other ideas not all will work that's ok we need to try","0"
"nyc's vaccine rollout is incredibly troubling that's why i'll be holding a joint council hearing next week w it's time to hold our hospitals and city state health leaders accountable this should undoubtedly be a 247 operation","0"
"coronavirus updates dr anthony fauci says 100m vaccine shots is 'realistic goal' in first 100 days of joe biden's presidency","0"
"yesterday we sent a letter to and regarding the pace of covid19 vaccine distribution in it among other points we express support for s call for for 247 vaccination sites read it here","0"
"on a positive note i made up for the horrors of today by volunteering in our vaccine clinic tonight at we vaccinated gt1200 employees today bethechange","1"
"dr fauci says don't get vaccinated if you have this condition","0"
"check out pandemic toolkit and vaccine updates for black christian leaders","0"
"thread on nyc vaccine updates pretty sure i'm in group z99 but happy to see some positive news","0"
"this 247 site which will be run by nyc health and hospitals and will be able to serve 5000 to 7000 people a day will launch the week of jan 25","0"
"why aren't the subways running 247 to get people to 247 vaccine sites why are the tier and phase systems broken up into subparts rather than just making a flat continuous purely numerical list of tiers feels complicated for no reason","-1"
"chair of hospitals committee says vaccine rollout too slow signup too complicated says city needs to go big on 247 vax sites","-1"
"good morning from sunset park brooklyn where covid vaccinations have been happening all night long nyc is opening more 247 sites this week","0"
"nyc's first 247 vaccine sites open in the bronx and brooklyn three more on the way via take vaccine and encourage others to take","0"
"if we're going to provide nyers with 247 access to vaccine centers to maximize rollout we must return 247 subway service","-1"
"held on the nys vaccine line from 350pm got kicked off at 656pm poughkeepsie mohawk valley medina memorial all had vaccines for 1a nonemployees nyc has 247 walk up centers and a dedicated number to call did nyc get all 1 million doses","0"
"cool and picked up our 247 vaccines story complete with shot in the dark hed from cooler i get to be coworkers again sorta with and","0"
"why can't the covid vaccine hotline search for vaccines by county and only search within 50 miles from your zip code why don't they know where vaccines are being sent ie pharmacies why can't counties text those that register when available","1"
"i spent the night at nyc's 247 vaccine sites here's what we found","0"
"working with the to provide vaccine education training in honor of mlkdayofservice join us","0"
"join me in telling our nys legislators to stand up as our elected representatives and prioritize access to covid19 vaccine for people with intellectual and developmental disabilities","0"
"sunday january 17 2021 nice to see news segment on thank you and your staff for all you are doing covid19 vaccine updates strongertogether2021","0"
"join me and some of our the leading health experts on wednesday 127 for the manhattan covid19 town hall to discuss and dispel some of the misinformation regarding testing and the vaccine against the coronavirus watch on facebook live","0"
"everyone is tryin to push who is or shouldn't be getting the vaccine and is whites people getting it more than black people and hispanics what about the homeless people standing in the streets 247 anyone fighting for them","-1"
"thousands have already received the covid vaccine in onondaga county if you have already been vaccinated or will be in the future is it possible to still get covid post vaccine i brought that question to a medical expert in our area find out tonight at 6","0"
"how we got a covid vaccine apt in nyc there is a meta site which monitors all vaccine centers every second 247 any cancellation or new opening pops up immediately then you rush and grab it fast nycvaccine list is the name a private initiative but open to all try it","0"
"fauci says johnson and johnson vaccine helpful in covid19 fight despite lower efficacy","0"
"bring the vaccine and they will come 247","1"
"also worried about those that live in the zip code with a vaccine site and can't leave their homes to get it they need the most help and have been largely forgotten by city and state leaders","-1"
"tomorrow we'll be holding a webinar for community leaders will present its pandemic preparedness toolkit and nyc dohmh will talk on vaccine updates we're excited about this opportunity to work with other orgs who all want to serve our city well through this pandemic","0"
"i wasn't able to see your report this morning will it replay tonight at 6 or11p my question though is it a matter of the vaccine not being distributed to minority communities or the communities' distrust of the vaccine or both or something else","0"
"tomorrow 24 at 6pm join me for a convo w frontline doctors from about covid healthcare and the vaccine to make sure you have all the info you need to keep you and your family safe rsvp live captioning spanish and arabic interpreters available","0"
"join us tonight at 630pm individuals who want to participate in the program can go to no pre registration required questions are being submitted in advance to our shared mailbox covid19vaccineequitynygov","0"
"my parents have both received their first covid19 vaccination tonight at geisinger in danville pa they have their second in march thank you science thank you pfizer thank you geisinger nurses i'll be able to see them in april","1"
"vaccines have saved millions of people around the world polio measles ebola the list goes on unfortunately the covid vaccine has become political similar to the mask wearing have confidence in our great scientists who worked 247 for a cure","1"
"questions about the covid19 vaccine join us this evening for an engaging and informative community event","0"
"president biden is having a town hall meeting on cnn tonight at 900pm what 27 days after inauguration that is what a president does my bet is that he will address vaccine distribution and texas","0"
"please join us for our first virtual reading of abby and the magic mask with on thursday february 18th at 4pm","0"
"new york city releases covid19 vaccine data by zip code","0"
"mayor deblasio is a liar when it comes to subway safety and vaccinations for black and latinos he made sure the rich whites got theirs cause they donate to his campaign subways are not safe in the nyc zip code data highlights covid vaccine disparities","-1"
"join us today at 530 pm for a harlem covid19 vaccine town hall register here","0"
"anyone else notice how we're vaccinating americans on what is basic rehearsal schedule hours why this is 10 out of 12 time we need vaccine sites running 247 across this country put artsworkers to work and we'll get the job done this is the biggest production of our lives","1"
"my team will be making calls this week to ensure our neighbors who are eligible especially seniors have access to the vaccine if you'd like to join us please email godfrecom cc","0"
"brooklynites if you live in one of the zip codes below and are eligible for the covid vaccine there are as of 220 130pm still a ton of appointments available at new medgar evers college vaccination site make appt at covidvaccine getvaccinated","0"
"the vaccine restriction by zip code is infuriating a friend who has been eligible due to employment for over a month and is continuing to risk his health for the sake of this city isn't able to get a vaccine appointment and is blocked from doing so in se brooklynqueens","-1"
"been weeks since this has been happening y'all say everyone who is eligible for the vaccine can get one so why is 10032 zip code so hard to get one","-1"
"calling all community members this week our team is calling folks in the zip codes that overlap with priority neighborhoods for vaccine access at college sign up to make calls to neighbors today","0"
"the big apple's most vulnerable groups need your help with vaccine appointments would you join us thank you in advance","0"
"our campaign is one rooted in love and trust in our community this week we're calling neighbors in priority zip codes that are eligible for early access to the vaccine at join us to make calls to neighbors 65 today and tomorrow","0"
"here are the zip codes currently eligible to register for a vaccine appointment at the albany armory site 12202 12206 12210 12209 12207 12222 12180 12307 12308 12305 12304","0"
"i live in a priority zip codei went to the ny covid website found my local vax site and was able to get a spot","1"
"how is deciding who gets a vaccine based on your zip code not discriminationspecifically a modern day form of reverse redlining","-1"
"how is deciding who gets a vaccine based by your zip code not discriminationspecifically a modern day form of reverse redlining","-1"
"i'm not an expert but i'd wager that inadequate nightweekend subway service is a huge barrier in getting essential workersvulnerable populations to 247 vaccine appointments","-1"
"i don't know about any one else but i have not been able to box a vaccine wrong zip code","-1"
"many of my constituents were able to book vaccination appointments at york this am reminder york is now scheduling appointments for queens residents at any zip code who are eligible for the vaccine","0"
"please join us this evening for sunday supper we are being hosted by the incredible ebonecarrington and talking about the covid vaccine join us at 6pm this evening here is the link","0"
"watch and stream cbsn this sunday for the latest weekend news anchoring from new york city has the day's top stories including fda approves johnson and johnson vaccine and much more freelive247 alwayson","0"
"the vaccine rollout in nyc is horrendous the fact that my dad who is 64 with severe asthma can't get vaccinated anywhere bc he's too young or doesn't live in the right zip code is a problem i also qualify and can't find a single place that will take me smh","-1"
"medgar evers college has opened up vaccine appointments to every zip code in brooklyn so you can get vaccinated in bk as early as midapril now","0"
"join us on mon march 8 6pm for a virtual community conversation on covidvaccines w dr julian watkins of to address questions related to the health and safety of the lgbtq caribbean immigrants and hivimpacted people in nyc rsvp here","0"
"which one didya get they're starting 247 vaccinations wjandj taking mom on the 21st we're all getting it not sure now which one for everyone they're advising to take a pic of frontback of the vax card as proof just in case if you lose it after your 2nd shot laminate it","0"
"washington avenue armory vaccine site in albany now open for 1b registration no matter what your zip code hundreds of appointments at this moment use link below","0"
"i'm urging the state to explore options for mass vaccination sites in our rural areas due to long distance residents have to travel and lack of public transportation in these areas someone's zip code shouldn't determine whether they can access a vaccine","1"
"this is incredible but 247 vaccine appointments mean we need our 247 subway system back many essential workers and vulnerable communities could take the 7 directly to javits center","0"
"thanks to many decades of asthma and a few minutes of internet luck i'm thrilled to be among the first receiving johnsonandjohnson vaccine at friday night march 5 grateful to nys for 247 vaccine appointments hope media will cover","1"
"join us tonight at 6 pm for a virtual community conversation on covidvaccines w dr julian watkins of to address questions related to the health and safety of the lgbtq caribbean immigrants and hivimpacted people in nyc rsvp here","0"
"temps in the 60s this week and vax sites opening up for 247 service nyc is about to get really fun really soon","0"
"de blasio says he wants to create new vaccine sites in areas where there aren't any and turn existing facilities into 247 sites but he says that's all contingent on supply","0"
"i heard that if you call the roc vaccine sites eod to ask if there are any unused vaccines there is a chance you might get one right away rather than having it expire anyone tried this i can't find a phone number for my zip code site if this is true i'll call every day","1"
"pfizer covid vaccine cuts transmission of coronavirus new realworld study shows the analysis also shows realworld evidence of the vaccine's effectiveness against a highly infectious variant of covid19 first discovered in britain","0"
"it is impossible to get a vaccine appt onlineand i have 2 zip codes","-1"
"bengali vaccine town hall tonight at 600pm the town hall will answer questions about the covid19 vaccines eligibility and the appointment process to join this town hall on zoom use the following link","0"
"are you thinking about the vaccine deciding whether it's the right choice for you your family or your future come get the facts and join us tonight at 630pm for the blackbrooklyntownhall hosted by and many more","0"
"with the vaccine the end of the pandemic is in sight but you still need a testing plan for inperson events join me on thursdaymuch to talk about","0"
"the jacob javits center is now 247 for vaccine as of now appt only to register for the covid19 vaccine call 833nys4vax 8336974829 or visit","0"
"are you eligible to receive the covid19 vaccine use the link below to find out this link below will determine your eligibility and direct you to available covid19 vaccine locations across the state once you provide your zip code","0"
"vaccine updates skrapper","0"
"got my first shot moderna from nyc doh at 125 worth st late at night it was the most well run city event i have ever attended and they're open 247 thank you for enabling me to get the appointment and thanks nyc dept of health vaccination","1"
"want to help do something about vaccine inequity join us to do phonebank outreach and vaccination navigation with the neighbor network we set up last year we're doing outreach to seniors in central brooklyn you can help","0"
"join us tonight at 7pm for our d45 covid19 vaccine town hall w a panel of experts seeking to share info about the various vaccines and debunking the myths we will also discuss the administration's commitment to contact tracing register","0"
"you get to select whether you need both doses of the two dose vaccination ie pfizer and then using your zip code you can find which pharmacies in your area are taking appointments you get to make both appointments in advance which is a relief to me personally 46","0"
"watch tonight to see talk with about 's effort to stem covid19 vaccine hesitancy","0"
"getting my first vaccine shot 130 before discussing spacex starlink launch party with and small steps and giant leaps tomorrow apr 7 at 1200 pm edt on join us","0"
